Time,Direction,car,motorbike,bus,truck
11:25:16,UP,0,0,0,0
11:25:16,DOWN,0,0,0,0
11:25:16,RIGHT,0,0,0,0
11:25:16,LEFT,0,0,0,0
11:25:16,UP,0,0,0,0
11:25:16,DOWN,0,0,0,0
11:25:16,RIGHT,0,0,0,0
11:25:16,LEFT,0,0,0,0
11:25:16,UP,0,0,0,0
11:25:16,DOWN,0,0,0,0
11:25:16,RIGHT,0,0,0,0
11:25:16,LEFT,0,0,0,0
11:25:16,UP,0,0,0,0
11:25:16,DOWN,0,0,0,0
11:25:16,RIGHT,0,0,0,0
11:25:16,LEFT,0,0,0,0
11:25:16,UP,0,0,0,0
11:25:16,DOWN,0,0,0,0
11:25:16,RIGHT,0,0,0,0
11:25:16,LEFT,0,0,0,0
11:25:16,UP,0,0,0,0
11:25:16,DOWN,0,0,0,0
11:25:16,RIGHT,0,0,0,0
11:25:16,LEFT,0,0,0,0
11:25:16,UP,0,0,0,0
11:25:16,DOWN,0,0,0,0
11:25:16,RIGHT,0,0,0,0
11:25:16,LEFT,0,0,0,0
11:25:16,UP,0,0,0,0
11:25:16,DOWN,0,0,0,0
11:25:16,RIGHT,0,0,0,0
11:25:16,LEFT,0,0,0,0
11:25:16,UP,0,0,0,0
11:25:16,DOWN,0,0,0,0
11:25:16,RIGHT,0,0,0,0
11:25:16,LEFT,0,0,0,0
11:25:16,UP,0,0,0,0
11:25:16,DOWN,0,0,0,0
11:25:16,RIGHT,0,0,0,0
11:25:16,LEFT,0,0,0,0
11:25:16,UP,0,0,0,0
11:25:16,DOWN,0,0,0,0
11:25:16,RIGHT,0,0,0,0
11:25:16,LEFT,0,0,0,0
11:25:16,UP,0,0,0,0
11:25:16,DOWN,0,0,0,0
11:25:16,RIGHT,0,0,0,0
11:25:16,LEFT,0,0,0,0
11:25:16,UP,0,0,0,0
11:25:16,DOWN,0,0,0,0
11:25:16,RIGHT,0,0,0,0
11:25:16,LEFT,0,0,0,0
11:25:16,UP,0,0,0,0
11:25:16,DOWN,0,0,0,0
11:25:16,RIGHT,0,0,0,0
11:25:16,LEFT,0,0,0,0
11:25:16,UP,0,0,0,0
