time,direction,car_count,bike_count,bus_count,truck_count,total_vehicles,intersection,camera,source_file
1900-01-01 09:45:00,UP,4.0,6.0,0.0,0.0,10.0,JehangirChowk,j1,j1_12.csv
1900-01-01 09:50:00,DOWN,68.0,109.0,1.0,7.0,185.0,JehangirChowk,j1,j1_12.csv
1900-01-01 09:50:00,LEFT,44.0,5.0,0.0,4.0,53.0,JehangirChowk,j1,j1_12.csv
1900-01-01 09:50:00,RIGHT,31.0,19.0,0.0,5.0,55.0,JehangirChowk,j1,j1_12.csv
1900-01-01 09:50:00,UP,4.0,1.0,1.0,0.0,6.0,JehangirChowk,j1,j1_12.csv
1900-01-01 09:55:00,DOWN,67.0,123.0,1.0,6.0,197.0,JehangirChowk,j1,j1_12.csv
1900-01-01 09:55:00,LEFT,50.0,30.0,15.0,2.0,97.0,JehangirChowk,j1,j1_12.csv
1900-01-01 09:55:00,RIGHT,23.0,27.0,2.0,5.0,57.0,JehangirChowk,j1,j1_12.csv
1900-01-01 09:55:00,UP,8.0,6.0,2.0,1.0,17.0,JehangirChowk,j1,j1_12.csv
1900-01-01 10:00:00,DOWN,69.0,136.0,1.0,5.0,211.0,JehangirChowk,j1,j1_12.csv
1900-01-01 10:00:00,LEFT,48.0,1.0,0.0,3.0,52.0,JehangirChowk,j1,j1_12.csv
1900-01-01 10:00:00,RIGHT,33.0,22.0,0.0,2.0,57.0,JehangirChowk,j1,j1_12.csv
1900-01-01 10:00:00,UP,9.0,3.0,1.0,0.0,13.0,JehangirChowk,j1,j1_12.csv
1900-01-01 10:05:00,DOWN,74.0,101.0,0.0,4.0,179.0,JehangirChowk,j1,j1_12.csv
1900-01-01 10:05:00,LEFT,39.0,1.0,0.0,2.0,42.0,JehangirChowk,j1,j1_12.csv
1900-01-01 10:05:00,RIGHT,20.0,21.0,3.0,3.0,47.0,JehangirChowk,j1,j1_12.csv
1900-01-01 10:05:00,UP,5.0,2.0,0.0,0.0,7.0,JehangirChowk,j1,j1_12.csv
1900-01-01 10:10:00,DOWN,78.0,122.0,0.0,5.0,205.0,JehangirChowk,j1,j1_12.csv
1900-01-01 10:10:00,LEFT,50.0,1.0,0.0,0.0,51.0,JehangirChowk,j1,j1_12.csv
1900-01-01 10:10:00,RIGHT,30.0,18.0,0.0,4.0,52.0,JehangirChowk,j1,j1_12.csv
1900-01-01 10:10:00,UP,5.0,1.0,0.0,1.0,7.0,JehangirChowk,j1,j1_12.csv
1900-01-01 10:15:00,DOWN,58.0,147.0,0.0,7.0,212.0,JehangirChowk,j1,j1_12.csv
1900-01-01 10:15:00,LEFT,59.0,7.0,0.0,1.0,67.0,JehangirChowk,j1,j1_12.csv
1900-01-01 10:15:00,RIGHT,21.0,24.0,1.0,5.0,51.0,JehangirChowk,j1,j1_12.csv
1900-01-01 10:15:00,UP,7.0,1.0,0.0,0.0,8.0,JehangirChowk,j1,j1_12.csv
1900-01-01 10:20:00,DOWN,63.0,129.0,2.0,5.0,199.0,JehangirChowk,j1,j1_12.csv
1900-01-01 10:20:00,LEFT,54.0,4.0,0.0,2.0,60.0,JehangirChowk,j1,j1_12.csv
1900-01-01 10:20:00,RIGHT,29.0,33.0,0.0,0.0,62.0,JehangirChowk,j1,j1_12.csv
1900-01-01 10:20:00,UP,9.0,8.0,0.0,2.0,19.0,JehangirChowk,j1,j1_12.csv
1900-01-01 10:25:00,DOWN,57.0,121.0,2.0,5.0,185.0,JehangirChowk,j1,j1_12.csv
1900-01-01 10:25:00,LEFT,50.0,4.0,0.0,0.0,54.0,JehangirChowk,j1,j1_12.csv
1900-01-01 10:25:00,RIGHT,22.0,27.0,1.0,3.0,53.0,JehangirChowk,j1,j1_12.csv
1900-01-01 10:25:00,UP,1.0,29.0,2.0,0.0,32.0,JehangirChowk,j1,j1_12.csv
1900-01-01 10:30:00,DOWN,54.0,106.0,3.0,6.0,169.0,JehangirChowk,j1,j1_12.csv
1900-01-01 10:30:00,LEFT,45.0,1.0,0.0,1.0,47.0,JehangirChowk,j1,j1_12.csv
1900-01-01 10:30:00,RIGHT,17.0,29.0,3.0,3.0,52.0,JehangirChowk,j1,j1_12.csv
1900-01-01 10:30:00,UP,2.0,3.0,1.0,1.0,7.0,JehangirChowk,j1,j1_12.csv
1900-01-01 10:35:00,DOWN,52.0,101.0,0.0,6.0,159.0,JehangirChowk,j1,j1_12.csv
1900-01-01 10:35:00,LEFT,53.0,0.0,0.0,1.0,54.0,JehangirChowk,j1,j1_12.csv
1900-01-01 10:35:00,RIGHT,21.0,40.0,0.0,4.0,65.0,JehangirChowk,j1,j1_12.csv
1900-01-01 10:35:00,UP,1.0,3.0,0.0,0.0,4.0,JehangirChowk,j1,j1_12.csv
1900-01-01 10:40:00,DOWN,75.0,119.0,1.0,6.0,201.0,JehangirChowk,j1,j1_12.csv
1900-01-01 10:40:00,LEFT,44.0,2.0,0.0,2.0,48.0,JehangirChowk,j1,j1_12.csv
1900-01-01 10:40:00,RIGHT,38.0,30.0,0.0,1.0,69.0,JehangirChowk,j1,j1_12.csv
1900-01-01 10:40:00,UP,0.0,7.0,0.0,0.0,7.0,JehangirChowk,j1,j1_12.csv
1900-01-01 10:45:00,DOWN,61.0,87.0,2.0,2.0,152.0,JehangirChowk,j1,j1_12.csv
1900-01-01 10:45:00,LEFT,36.0,0.0,0.0,2.0,38.0,JehangirChowk,j1,j1_12.csv
1900-01-01 10:45:00,RIGHT,27.0,15.0,0.0,1.0,43.0,JehangirChowk,j1,j1_12.csv
1900-01-01 10:45:00,UP,6.0,43.0,0.0,0.0,49.0,JehangirChowk,j1,j1_12.csv
1900-01-01 10:50:00,DOWN,66.0,88.0,2.0,1.0,157.0,JehangirChowk,j1,j1_12.csv
1900-01-01 10:50:00,LEFT,37.0,1.0,0.0,0.0,38.0,JehangirChowk,j1,j1_12.csv
1900-01-01 10:50:00,RIGHT,23.0,17.0,0.0,5.0,45.0,JehangirChowk,j1,j1_12.csv
1900-01-01 10:50:00,UP,3.0,0.0,0.0,0.0,3.0,JehangirChowk,j1,j1_12.csv
1900-01-01 10:55:00,DOWN,72.0,107.0,3.0,5.0,187.0,JehangirChowk,j1,j1_12.csv
1900-01-01 10:55:00,LEFT,47.0,9.0,0.0,2.0,58.0,JehangirChowk,j1,j1_12.csv
1900-01-01 10:55:00,RIGHT,25.0,25.0,1.0,7.0,58.0,JehangirChowk,j1,j1_12.csv
1900-01-01 10:55:00,UP,4.0,4.0,1.0,0.0,9.0,JehangirChowk,j1,j1_12.csv
1900-01-01 11:00:00,DOWN,50.0,95.0,4.0,7.0,156.0,JehangirChowk,j1,j1_12.csv
1900-01-01 11:00:00,LEFT,38.0,6.0,1.0,4.0,49.0,JehangirChowk,j1,j1_12.csv
1900-01-01 11:00:00,RIGHT,26.0,34.0,2.0,9.0,71.0,JehangirChowk,j1,j1_12.csv
1900-01-01 11:00:00,UP,2.0,0.0,1.0,2.0,5.0,JehangirChowk,j1,j1_12.csv
1900-01-01 11:05:00,DOWN,58.0,114.0,3.0,6.0,181.0,JehangirChowk,j1,j1_12.csv
1900-01-01 11:05:00,LEFT,43.0,15.0,0.0,3.0,61.0,JehangirChowk,j1,j1_12.csv
1900-01-01 11:05:00,RIGHT,31.0,26.0,0.0,5.0,62.0,JehangirChowk,j1,j1_12.csv
1900-01-01 11:05:00,UP,4.0,0.0,0.0,1.0,5.0,JehangirChowk,j1,j1_12.csv
1900-01-01 11:10:00,DOWN,62.0,85.0,3.0,1.0,151.0,JehangirChowk,j1,j1_12.csv
1900-01-01 11:10:00,LEFT,42.0,1.0,0.0,0.0,43.0,JehangirChowk,j1,j1_12.csv
1900-01-01 11:10:00,RIGHT,27.0,30.0,1.0,2.0,60.0,JehangirChowk,j1,j1_12.csv
1900-01-01 11:10:00,UP,4.0,3.0,0.0,0.0,7.0,JehangirChowk,j1,j1_12.csv
1900-01-01 11:15:00,DOWN,53.0,72.0,3.0,3.0,131.0,JehangirChowk,j1,j1_12.csv
1900-01-01 11:15:00,LEFT,48.0,0.0,0.0,2.0,50.0,JehangirChowk,j1,j1_12.csv
1900-01-01 11:15:00,RIGHT,20.0,31.0,0.0,2.0,53.0,JehangirChowk,j1,j1_12.csv
1900-01-01 11:15:00,UP,1.0,3.0,0.0,2.0,6.0,JehangirChowk,j1,j1_12.csv
1900-01-01 11:20:00,DOWN,55.0,127.0,3.0,2.0,187.0,JehangirChowk,j1,j1_12.csv
1900-01-01 11:20:00,LEFT,47.0,5.0,0.0,1.0,53.0,JehangirChowk,j1,j1_12.csv
1900-01-01 11:20:00,RIGHT,9.0,26.0,1.0,2.0,38.0,JehangirChowk,j1,j1_12.csv
1900-01-01 11:20:00,UP,4.0,1.0,0.0,0.0,5.0,JehangirChowk,j1,j1_12.csv
1900-01-01 11:25:00,DOWN,11.0,36.0,0.0,0.0,47.0,JehangirChowk,j1,j1_12.csv
1900-01-01 11:25:00,LEFT,15.0,1.0,0.0,1.0,17.0,JehangirChowk,j1,j1_12.csv
1900-01-01 11:25:00,RIGHT,8.0,8.0,0.0,0.0,16.0,JehangirChowk,j1,j1_12.csv
1900-01-01 11:25:00,UP,2.0,5.0,0.0,0.0,7.0,JehangirChowk,j1,j1_12.csv
1900-01-01 08:55:00,DOWN,0.0,0.0,0.0,0.0,0.0,JehangirChowk,j1,j1_13.csv
1900-01-01 08:55:00,LEFT,0.0,0.0,0.0,0.0,0.0,JehangirChowk,j1,j1_13.csv
1900-01-01 08:55:00,RIGHT,0.0,0.0,0.0,0.0,0.0,JehangirChowk,j1,j1_13.csv
1900-01-01 08:55:00,UP,0.0,0.0,0.0,0.0,0.0,JehangirChowk,j1,j1_13.csv
1900-01-01 09:00:00,DOWN,36.0,98.0,0.0,3.0,137.0,JehangirChowk,j1,j1_13.csv
1900-01-01 09:00:00,LEFT,41.0,1.0,0.0,2.0,44.0,JehangirChowk,j1,j1_13.csv
1900-01-01 09:00:00,RIGHT,15.0,22.0,2.0,1.0,40.0,JehangirChowk,j1,j1_13.csv
1900-01-01 09:00:00,UP,1.0,4.0,0.0,2.0,7.0,JehangirChowk,j1,j1_13.csv
1900-01-01 09:05:00,DOWN,75.0,129.0,2.0,3.0,209.0,JehangirChowk,j1,j1_13.csv
1900-01-01 09:05:00,LEFT,37.0,1.0,0.0,0.0,38.0,JehangirChowk,j1,j1_13.csv
1900-01-01 09:05:00,RIGHT,18.0,33.0,2.0,1.0,54.0,JehangirChowk,j1,j1_13.csv
1900-01-01 09:05:00,UP,0.0,1.0,0.0,0.0,1.0,JehangirChowk,j1,j1_13.csv
1900-01-01 09:10:00,DOWN,68.0,128.0,3.0,4.0,203.0,JehangirChowk,j1,j1_13.csv
1900-01-01 09:10:00,LEFT,32.0,0.0,0.0,1.0,33.0,JehangirChowk,j1,j1_13.csv
1900-01-01 09:10:00,RIGHT,26.0,31.0,0.0,3.0,60.0,JehangirChowk,j1,j1_13.csv
1900-01-01 09:10:00,UP,1.0,7.0,1.0,1.0,10.0,JehangirChowk,j1,j1_13.csv
1900-01-01 09:15:00,DOWN,47.0,116.0,1.0,1.0,165.0,JehangirChowk,j1,j1_13.csv
1900-01-01 09:15:00,LEFT,43.0,1.0,0.0,2.0,46.0,JehangirChowk,j1,j1_13.csv
1900-01-01 09:15:00,RIGHT,12.0,38.0,1.0,4.0,55.0,JehangirChowk,j1,j1_13.csv
1900-01-01 09:15:00,UP,2.0,31.0,0.0,0.0,33.0,JehangirChowk,j1,j1_13.csv
1900-01-01 09:20:00,DOWN,66.0,124.0,5.0,4.0,199.0,JehangirChowk,j1,j1_13.csv
1900-01-01 09:20:00,LEFT,42.0,2.0,0.0,3.0,47.0,JehangirChowk,j1,j1_13.csv
1900-01-01 09:20:00,RIGHT,23.0,24.0,1.0,1.0,49.0,JehangirChowk,j1,j1_13.csv
1900-01-01 09:20:00,UP,3.0,3.0,0.0,0.0,6.0,JehangirChowk,j1,j1_13.csv
1900-01-01 09:25:00,DOWN,58.0,137.0,1.0,2.0,198.0,JehangirChowk,j1,j1_13.csv
1900-01-01 09:25:00,LEFT,56.0,1.0,0.0,2.0,59.0,JehangirChowk,j1,j1_13.csv
1900-01-01 09:25:00,RIGHT,25.0,26.0,2.0,4.0,57.0,JehangirChowk,j1,j1_13.csv
1900-01-01 09:25:00,UP,5.0,4.0,0.0,0.0,9.0,JehangirChowk,j1,j1_13.csv
1900-01-01 09:30:00,DOWN,64.0,130.0,0.0,4.0,198.0,JehangirChowk,j1,j1_13.csv
1900-01-01 09:30:00,LEFT,47.0,3.0,0.0,1.0,51.0,JehangirChowk,j1,j1_13.csv
1900-01-01 09:30:00,RIGHT,22.0,19.0,5.0,4.0,50.0,JehangirChowk,j1,j1_13.csv
1900-01-01 09:30:00,UP,8.0,7.0,2.0,0.0,17.0,JehangirChowk,j1,j1_13.csv
1900-01-01 09:35:00,DOWN,48.0,114.0,2.0,0.0,164.0,JehangirChowk,j1,j1_13.csv
1900-01-01 09:35:00,LEFT,42.0,2.0,0.0,2.0,46.0,JehangirChowk,j1,j1_13.csv
1900-01-01 09:35:00,RIGHT,16.0,31.0,1.0,4.0,52.0,JehangirChowk,j1,j1_13.csv
1900-01-01 09:35:00,UP,6.0,2.0,0.0,0.0,8.0,JehangirChowk,j1,j1_13.csv
1900-01-01 09:40:00,DOWN,59.0,162.0,5.0,3.0,229.0,JehangirChowk,j1,j1_13.csv
1900-01-01 09:40:00,LEFT,43.0,0.0,1.0,3.0,47.0,JehangirChowk,j1,j1_13.csv
1900-01-01 09:40:00,RIGHT,16.0,34.0,1.0,4.0,55.0,JehangirChowk,j1,j1_13.csv
1900-01-01 09:40:00,UP,6.0,4.0,0.0,0.0,10.0,JehangirChowk,j1,j1_13.csv
1900-01-01 09:45:00,DOWN,50.0,132.0,1.0,3.0,186.0,JehangirChowk,j1,j1_13.csv
1900-01-01 09:45:00,LEFT,44.0,2.0,0.0,0.0,46.0,JehangirChowk,j1,j1_13.csv
1900-01-01 09:45:00,RIGHT,20.0,28.0,2.0,3.0,53.0,JehangirChowk,j1,j1_13.csv
1900-01-01 09:45:00,UP,6.0,7.0,0.0,1.0,14.0,JehangirChowk,j1,j1_13.csv
1900-01-01 09:50:00,DOWN,55.0,129.0,0.0,5.0,189.0,JehangirChowk,j1,j1_13.csv
1900-01-01 09:50:00,LEFT,42.0,3.0,0.0,0.0,45.0,JehangirChowk,j1,j1_13.csv
1900-01-01 09:50:00,RIGHT,19.0,26.0,2.0,6.0,53.0,JehangirChowk,j1,j1_13.csv
1900-01-01 09:50:00,UP,0.0,7.0,2.0,0.0,9.0,JehangirChowk,j1,j1_13.csv
1900-01-01 09:55:00,DOWN,53.0,145.0,0.0,3.0,201.0,JehangirChowk,j1,j1_13.csv
1900-01-01 09:55:00,LEFT,21.0,3.0,0.0,3.0,27.0,JehangirChowk,j1,j1_13.csv
1900-01-01 09:55:00,RIGHT,18.0,39.0,0.0,3.0,60.0,JehangirChowk,j1,j1_13.csv
1900-01-01 09:55:00,UP,1.0,5.0,0.0,0.0,6.0,JehangirChowk,j1,j1_13.csv
1900-01-01 10:00:00,DOWN,39.0,133.0,9.0,2.0,183.0,JehangirChowk,j1,j1_13.csv
1900-01-01 10:00:00,LEFT,46.0,4.0,0.0,2.0,52.0,JehangirChowk,j1,j1_13.csv
1900-01-01 10:00:00,RIGHT,13.0,32.0,1.0,6.0,52.0,JehangirChowk,j1,j1_13.csv
1900-01-01 10:00:00,UP,4.0,2.0,0.0,0.0,6.0,JehangirChowk,j1,j1_13.csv
1900-01-01 10:05:00,DOWN,59.0,110.0,0.0,1.0,170.0,JehangirChowk,j1,j1_13.csv
1900-01-01 10:05:00,LEFT,28.0,1.0,0.0,1.0,30.0,JehangirChowk,j1,j1_13.csv
1900-01-01 10:05:00,RIGHT,17.0,20.0,1.0,5.0,43.0,JehangirChowk,j1,j1_13.csv
1900-01-01 10:05:00,UP,3.0,6.0,0.0,0.0,9.0,JehangirChowk,j1,j1_13.csv
1900-01-01 10:10:00,DOWN,45.0,137.0,1.0,3.0,186.0,JehangirChowk,j1,j1_13.csv
1900-01-01 10:10:00,LEFT,37.0,2.0,0.0,4.0,43.0,JehangirChowk,j1,j1_13.csv
1900-01-01 10:10:00,RIGHT,16.0,43.0,0.0,5.0,64.0,JehangirChowk,j1,j1_13.csv
1900-01-01 10:10:00,UP,5.0,14.0,0.0,3.0,22.0,JehangirChowk,j1,j1_13.csv
1900-01-01 10:15:00,DOWN,37.0,92.0,1.0,2.0,132.0,JehangirChowk,j1,j1_13.csv
1900-01-01 10:15:00,LEFT,30.0,1.0,0.0,2.0,33.0,JehangirChowk,j1,j1_13.csv
1900-01-01 10:15:00,RIGHT,12.0,25.0,0.0,3.0,40.0,JehangirChowk,j1,j1_13.csv
1900-01-01 10:15:00,UP,4.0,15.0,0.0,0.0,19.0,JehangirChowk,j1,j1_13.csv
1900-01-01 10:20:00,DOWN,38.0,82.0,0.0,4.0,124.0,JehangirChowk,j1,j1_13.csv
1900-01-01 10:20:00,LEFT,30.0,1.0,0.0,4.0,35.0,JehangirChowk,j1,j1_13.csv
1900-01-01 10:20:00,RIGHT,21.0,19.0,0.0,4.0,44.0,JehangirChowk,j1,j1_13.csv
1900-01-01 10:20:00,UP,1.0,4.0,0.0,1.0,6.0,JehangirChowk,j1,j1_13.csv
1900-01-01 10:25:00,DOWN,49.0,100.0,2.0,1.0,152.0,JehangirChowk,j1,j1_13.csv
1900-01-01 10:25:00,LEFT,38.0,2.0,0.0,0.0,40.0,JehangirChowk,j1,j1_13.csv
1900-01-01 10:25:00,RIGHT,22.0,28.0,0.0,3.0,53.0,JehangirChowk,j1,j1_13.csv
1900-01-01 10:25:00,UP,2.0,16.0,0.0,1.0,19.0,JehangirChowk,j1,j1_13.csv
1900-01-01 10:30:00,DOWN,75.0,111.0,3.0,2.0,191.0,JehangirChowk,j1,j1_13.csv
1900-01-01 10:30:00,LEFT,53.0,3.0,0.0,3.0,59.0,JehangirChowk,j1,j1_13.csv
1900-01-01 10:30:00,RIGHT,16.0,26.0,0.0,8.0,50.0,JehangirChowk,j1,j1_13.csv
1900-01-01 10:30:00,UP,5.0,5.0,2.0,0.0,12.0,JehangirChowk,j1,j1_13.csv
1900-01-01 10:35:00,DOWN,71.0,79.0,3.0,4.0,157.0,JehangirChowk,j1,j1_13.csv
1900-01-01 10:35:00,LEFT,42.0,1.0,0.0,5.0,48.0,JehangirChowk,j1,j1_13.csv
1900-01-01 10:35:00,RIGHT,28.0,27.0,0.0,6.0,61.0,JehangirChowk,j1,j1_13.csv
1900-01-01 10:35:00,UP,2.0,7.0,1.0,0.0,10.0,JehangirChowk,j1,j1_13.csv
1900-01-01 10:40:00,DOWN,81.0,109.0,3.0,3.0,196.0,JehangirChowk,j1,j1_13.csv
1900-01-01 10:40:00,LEFT,46.0,2.0,0.0,1.0,49.0,JehangirChowk,j1,j1_13.csv
1900-01-01 10:40:00,RIGHT,22.0,24.0,1.0,6.0,53.0,JehangirChowk,j1,j1_13.csv
1900-01-01 10:40:00,UP,5.0,5.0,0.0,0.0,10.0,JehangirChowk,j1,j1_13.csv
1900-01-01 10:45:00,DOWN,86.0,116.0,5.0,5.0,212.0,JehangirChowk,j1,j1_13.csv
1900-01-01 10:45:00,LEFT,52.0,1.0,1.0,3.0,57.0,JehangirChowk,j1,j1_13.csv
1900-01-01 10:45:00,RIGHT,26.0,25.0,1.0,4.0,56.0,JehangirChowk,j1,j1_13.csv
1900-01-01 10:45:00,UP,7.0,11.0,0.0,0.0,18.0,JehangirChowk,j1,j1_13.csv
1900-01-01 10:50:00,DOWN,54.0,110.0,3.0,0.0,167.0,JehangirChowk,j1,j1_13.csv
1900-01-01 10:50:00,LEFT,43.0,2.0,0.0,3.0,48.0,JehangirChowk,j1,j1_13.csv
1900-01-01 10:50:00,RIGHT,17.0,34.0,0.0,2.0,53.0,JehangirChowk,j1,j1_13.csv
1900-01-01 10:50:00,UP,1.0,10.0,0.0,0.0,11.0,JehangirChowk,j1,j1_13.csv
1900-01-01 10:55:00,DOWN,47.0,77.0,1.0,0.0,125.0,JehangirChowk,j1,j1_13.csv
1900-01-01 10:55:00,LEFT,40.0,1.0,0.0,1.0,42.0,JehangirChowk,j1,j1_13.csv
1900-01-01 10:55:00,RIGHT,19.0,19.0,0.0,1.0,39.0,JehangirChowk,j1,j1_13.csv
1900-01-01 10:55:00,UP,1.0,10.0,0.0,0.0,11.0,JehangirChowk,j1,j1_13.csv
1900-01-01 11:00:00,DOWN,49.0,84.0,1.0,2.0,136.0,JehangirChowk,j1,j1_13.csv
1900-01-01 11:00:00,LEFT,36.0,0.0,0.0,1.0,37.0,JehangirChowk,j1,j1_13.csv
1900-01-01 11:00:00,RIGHT,17.0,24.0,0.0,2.0,43.0,JehangirChowk,j1,j1_13.csv
1900-01-01 11:00:00,UP,2.0,4.0,0.0,0.0,6.0,JehangirChowk,j1,j1_13.csv
1900-01-01 11:05:00,DOWN,59.0,120.0,0.0,2.0,181.0,JehangirChowk,j1,j1_13.csv
1900-01-01 11:05:00,LEFT,38.0,2.0,0.0,2.0,42.0,JehangirChowk,j1,j1_13.csv
1900-01-01 11:05:00,RIGHT,26.0,29.0,1.0,5.0,61.0,JehangirChowk,j1,j1_13.csv
1900-01-01 11:05:00,UP,3.0,8.0,0.0,0.0,11.0,JehangirChowk,j1,j1_13.csv
1900-01-01 11:10:00,DOWN,49.0,92.0,0.0,1.0,142.0,JehangirChowk,j1,j1_13.csv
1900-01-01 11:10:00,LEFT,50.0,0.0,0.0,1.0,51.0,JehangirChowk,j1,j1_13.csv
1900-01-01 11:10:00,RIGHT,18.0,32.0,0.0,6.0,56.0,JehangirChowk,j1,j1_13.csv
1900-01-01 11:10:00,UP,6.0,1.0,0.0,1.0,8.0,JehangirChowk,j1,j1_13.csv
1900-01-01 11:15:00,DOWN,46.0,85.0,1.0,3.0,135.0,JehangirChowk,j1,j1_13.csv
1900-01-01 11:15:00,LEFT,45.0,9.0,0.0,0.0,54.0,JehangirChowk,j1,j1_13.csv
1900-01-01 11:15:00,RIGHT,19.0,28.0,0.0,1.0,48.0,JehangirChowk,j1,j1_13.csv
1900-01-01 11:15:00,UP,3.0,7.0,0.0,1.0,11.0,JehangirChowk,j1,j1_13.csv
1900-01-01 11:20:00,DOWN,40.0,92.0,2.0,5.0,139.0,JehangirChowk,j1,j1_13.csv
1900-01-01 11:20:00,LEFT,31.0,1.0,0.0,1.0,33.0,JehangirChowk,j1,j1_13.csv
1900-01-01 11:20:00,RIGHT,20.0,22.0,0.0,7.0,49.0,JehangirChowk,j1,j1_13.csv
1900-01-01 11:20:00,UP,4.0,2.0,0.0,0.0,6.0,JehangirChowk,j1,j1_13.csv
1900-01-01 11:25:00,DOWN,25.0,26.0,0.0,1.0,52.0,JehangirChowk,j1,j1_13.csv
