Time,Direction,car,motorbike,bus,truck
09:00:06,UP,0,0,0,0
09:00:06,DOWN,0,0,0,0
09:00:06,RIGHT,0,0,0,0
09:00:06,LEFT,0,0,0,0
09:00:06,UP,0,0,0,0
09:00:06,DOWN,0,0,0,0
09:00:06,RIGHT,0,0,0,0
09:00:06,LEFT,0,0,0,0
09:00:06,UP,0,0,0,0
09:00:06,DOWN,0,0,0,0
09:00:06,RIGHT,0,0,0,0
09:00:06,LEFT,0,0,0,0
09:00:06,UP,0,0,0,0
09:00:06,DOWN,0,0,0,0
09:00:06,RIGHT,0,0,0,0
09:00:06,LEFT,0,0,0,0
09:00:06,UP,0,0,0,0
09:00:06,DOWN,0,0,0,0
09:00:06,RIGHT,0,0,0,0
09:00:06,LEFT,0,0,0,0
09:00:06,UP,0,0,0,0
09:00:06,DOWN,0,0,0,0
09:00:06,RIGHT,0,0,0,0
09:00:06,LEFT,0,0,0,0
09:00:06,UP,0,0,0,0
09:00:06,DOWN,0,0,0,0
09:00:06,RIGHT,0,0,0,0
09:00:06,LEFT,0,0,0,0
09:00:06,UP,0,0,0,0
09:00:06,DOWN,0,0,0,0
09:00:06,RIGHT,0,0,0,0
09:00:06,LEFT,0,0,0,0
09:00:06,UP,0,0,0,0
09:00:06,DOWN,0,0,0,0
09:00:06,RIGHT,0,0,0,0
09:00:06,LEFT,0,0,0,0
09:00:06,UP,0,0,0,0
09:00:06,DOWN,0,0,0,0
09:00:06,RIGHT,0,0,0,0
09:00:06,LEFT,0,0,0,0
09:00:06,UP,0,0,0,0
09:00:06,DOWN,0,0,0,0
09:00:06,RIGHT,0,0,0,0
09:00:06,LEFT,0,0,0,0
09:00:06,UP,0,0,0,0
09:00:06,DOWN,0,0,0,0
09:00:06,RIGHT,0,0,0,0
09:00:06,LEFT,0,0,0,0
09:00:06,UP,0,0,0,0
09:00:06,DOWN,0,0,0,0
09:00:06,RIGHT,0,0,0,0
09:00:06,LEFT,0,0,0,0
09:00:06,UP,0,0,0,0
09:00:06,DOWN,0,0,0,0
09:00:06,RIGHT,0,0,0,0
09:00:06,LEFT,0,0,0,0
09:00:06,UP,0,0,0,0
09:00:06,DOWN,0,0,0,0
09:00:06,RIGHT,0,0,0,0
09:00:06,LEFT,0,0,0,0
09:00:06,UP,0,0,0,0
09:00:06,DOWN,0,0,0,0
09:00:06,RIGHT,0,0,0,0
09:00:06,LEFT,0,0,0,0
09:00:06,UP,0,0,0,0
09:00:06,DOWN,0,0,0,0
09:00:06,RIGHT,0,0,0,0
09:00:06,LEFT,0,0,0,0
09:00:06,UP,0,0,0,0
09:00:06,DOWN,0,0,0,0
09:00:06,RIGHT,0,0,0,0
09:00:06,LEFT,0,0,0,0
09:00:06,UP,0,0,0,0
09:00:06,DOWN,0,0,0,0
09:00:06,RIGHT,0,0,0,0
09:00:06,LEFT,0,0,0,0
09:00:06,UP,0,0,0,0
09:00:06,DOWN,0,0,0,0
09:00:06,RIGHT,0,0,0,0
09:00:06,LEFT,0,0,0,0
09:00:06,UP,0,0,0,0
09:00:06,DOWN,0,0,0,0
09:00:06,RIGHT,0,0,0,0
09:00:06,LEFT,0,0,0,0
09:00:06,UP,0,0,0,0
09:00:06,DOWN,0,0,0,0
09:00:06,RIGHT,0,0,0,0
09:00:06,LEFT,0,0,0,0
09:00:06,UP,0,0,0,0
09:00:06,DOWN,0,0,0,0
09:00:06,RIGHT,0,0,0,0
09:00:06,LEFT,0,0,0,0
09:00:07,UP,0,0,0,0
09:00:07,DOWN,0,0,0,0
09:00:07,RIGHT,0,0,0,0
09:00:07,LEFT,0,0,0,0
09:00:07,UP,0,0,0,0
09:00:07,DOWN,0,0,0,0
09:00:07,RIGHT,0,0,0,0
09:00:07,LEFT,0,0,0,0
09:00:07,UP,0,0,0,0
09:00:07,DOWN,0,0,0,0
09:00:07,RIGHT,0,0,0,0
09:00:07,LEFT,0,0,0,0
09:00:07,UP,0,0,0,0
09:00:07,DOWN,0,0,0,0
09:00:07,RIGHT,0,0,0,0
09:00:07,LEFT,0,0,0,0
09:00:07,UP,0,0,0,0
09:00:07,DOWN,0,0,0,0
09:00:07,RIGHT,0,0,0,0
09:00:07,LEFT,0,0,0,0
09:00:07,UP,0,0,0,0
09:00:07,DOWN,0,0,0,0
09:00:07,RIGHT,0,0,0,0
09:00:07,LEFT,0,0,0,0
09:00:07,UP,0,0,0,0
09:00:07,DOWN,0,0,0,0
09:00:07,RIGHT,0,0,0,0
09:00:07,LEFT,0,0,0,0
09:00:07,UP,0,0,0,0
09:00:07,DOWN,0,0,0,0
09:00:07,RIGHT,0,0,0,0
09:00:07,LEFT,0,0,0,0
09:00:07,UP,0,0,0,0
09:00:07,DOWN,0,0,0,0
09:00:07,RIGHT,0,0,0,0
09:00:07,LEFT,0,0,0,0
09:00:07,UP,0,0,0,0
09:00:07,DOWN,0,0,0,0
09:00:07,RIGHT,0,0,0,0
09:00:07,LEFT,0,0,0,0
09:00:07,UP,0,0,0,0
09:00:07,DOWN,0,0,0,0
09:00:07,RIGHT,0,0,0,0
09:00:07,LEFT,0,0,0,0
09:00:07,UP,0,0,0,0
09:00:07,DOWN,0,0,0,0
09:00:07,RIGHT,0,0,0,0
09:00:07,LEFT,0,0,0,0
09:00:07,UP,0,0,0,0
09:00:07,DOWN,0,0,0,0
09:00:07,RIGHT,0,0,0,0
09:00:07,LEFT,0,0,0,0
09:00:07,UP,0,0,0,0
09:00:07,DOWN,0,0,0,0
09:00:07,RIGHT,0,0,0,0
09:00:07,LEFT,0,0,0,0
09:00:07,UP,0,0,0,0
09:00:07,DOWN,0,0,0,0
09:00:07,RIGHT,0,0,0,0
09:00:07,LEFT,0,0,0,0
09:00:07,UP,0,0,0,0
09:00:07,DOWN,0,0,0,0
09:00:07,RIGHT,0,0,0,0
09:00:07,LEFT,0,0,0,0
09:00:07,UP,0,0,0,0
09:00:07,DOWN,0,0,0,0
09:00:07,RIGHT,0,0,0,0
09:00:07,LEFT,0,0,0,0
09:00:07,UP,0,0,0,0
09:00:07,DOWN,0,0,0,0
09:00:07,RIGHT,0,0,0,0
09:00:07,LEFT,0,0,0,0
09:00:07,UP,0,0,0,0
09:00:07,DOWN,0,0,0,0
09:00:07,RIGHT,0,0,0,0
09:00:07,LEFT,0,0,0,0
09:00:07,UP,0,0,0,0
09:00:07,DOWN,0,0,0,0
09:00:07,RIGHT,0,0,0,0
09:00:07,LEFT,0,0,0,0
09:00:07,UP,0,0,0,0
09:00:07,DOWN,0,0,0,0
09:00:07,RIGHT,0,0,0,0
09:00:07,LEFT,0,0,0,0
09:00:07,UP,0,0,0,0
09:00:07,DOWN,0,0,0,0
09:00:07,RIGHT,0,0,0,0
09:00:07,LEFT,0,0,0,0
09:00:07,UP,0,0,0,0
09:00:07,DOWN,0,0,0,0
09:00:07,RIGHT,0,0,0,0
09:00:07,LEFT,0,0,0,0
09:00:08,UP,0,0,0,0
09:00:08,DOWN,0,0,0,0
09:00:08,RIGHT,0,0,0,0
09:00:08,LEFT,0,0,0,0
09:00:08,UP,0,0,0,0
09:00:08,DOWN,0,0,0,0
09:00:08,RIGHT,0,0,0,0
09:00:08,LEFT,0,0,0,0
09:00:08,UP,0,0,0,0
09:00:08,DOWN,0,0,0,0
09:00:08,RIGHT,0,0,0,0
09:00:08,LEFT,0,0,0,0
09:00:08,UP,0,0,0,0
09:00:08,DOWN,0,0,0,0
09:00:08,RIGHT,0,0,0,0
09:00:08,LEFT,0,0,0,0
09:00:08,UP,0,0,0,0
09:00:08,DOWN,0,0,0,0
09:00:08,RIGHT,0,0,0,0
09:00:08,LEFT,0,0,0,0
09:00:08,UP,0,0,0,0
09:00:08,DOWN,1,0,0,0
09:00:08,RIGHT,0,0,0,0
09:00:08,LEFT,0,0,0,0
09:00:08,UP,0,0,0,0
09:00:08,DOWN,1,0,0,0
09:00:08,RIGHT,0,0,0,0
09:00:08,LEFT,0,0,0,0
09:00:08,UP,0,0,0,0
09:00:08,DOWN,1,0,0,0
09:00:08,RIGHT,0,0,0,0
09:00:08,LEFT,0,0,0,0
09:00:08,UP,0,0,0,0
09:00:08,DOWN,1,1,0,0
09:00:08,RIGHT,0,0,0,0
09:00:08,LEFT,0,0,0,0
09:00:08,UP,0,0,0,0
09:00:08,DOWN,1,1,0,0
09:00:08,RIGHT,0,0,0,0
09:00:08,LEFT,0,0,0,0
09:00:08,UP,0,0,0,0
09:00:08,DOWN,1,1,0,0
09:00:08,RIGHT,0,0,0,0
09:00:08,LEFT,0,0,0,0
09:00:08,UP,0,0,0,0
09:00:08,DOWN,1,1,0,0
09:00:08,RIGHT,0,0,0,0
09:00:08,LEFT,0,0,0,0
09:00:08,UP,0,0,0,0
09:00:08,DOWN,1,1,0,0
09:00:08,RIGHT,0,0,0,0
09:00:08,LEFT,0,0,0,0
09:00:08,UP,0,0,0,0
09:00:08,DOWN,1,1,0,0
09:00:08,RIGHT,0,0,0,0
09:00:08,LEFT,0,0,0,0
09:00:08,UP,0,0,0,0
09:00:08,DOWN,1,1,0,0
09:00:08,RIGHT,0,0,0,0
09:00:08,LEFT,0,0,0,0
09:00:08,UP,0,0,0,0
09:00:08,DOWN,1,1,0,0
09:00:08,RIGHT,0,0,0,0
09:00:08,LEFT,0,0,0,0
09:00:08,UP,0,0,0,0
09:00:08,DOWN,1,1,0,0
09:00:08,RIGHT,0,0,0,0
09:00:08,LEFT,0,0,0,0
09:00:08,UP,0,0,0,0
09:00:08,DOWN,1,1,0,0
09:00:08,RIGHT,0,0,0,0
09:00:08,LEFT,0,0,0,0
09:00:08,UP,0,0,0,0
09:00:08,DOWN,1,1,0,0
09:00:08,RIGHT,0,0,0,0
09:00:08,LEFT,0,0,0,0
09:00:08,UP,0,0,0,0
09:00:08,DOWN,1,1,0,0
09:00:08,RIGHT,0,0,0,0
09:00:08,LEFT,0,0,0,0
09:00:08,UP,0,0,0,0
09:00:08,DOWN,1,1,0,0
09:00:08,RIGHT,0,0,0,0
09:00:08,LEFT,0,0,0,0
09:00:08,UP,0,0,0,0
09:00:08,DOWN,1,1,0,0
09:00:08,RIGHT,0,0,0,0
09:00:08,LEFT,0,0,0,0
09:00:08,UP,0,0,0,0
09:00:08,DOWN,1,1,0,0
09:00:08,RIGHT,0,0,0,0
09:00:08,LEFT,0,0,0,0
09:00:09,UP,0,0,0,0
09:00:09,DOWN,1,1,0,0
09:00:09,RIGHT,0,0,0,0
09:00:09,LEFT,0,0,0,0
09:00:09,UP,0,0,0,0
09:00:09,DOWN,1,1,0,0
09:00:09,RIGHT,0,0,0,0
09:00:09,LEFT,0,0,0,0
09:00:09,UP,0,0,0,0
09:00:09,DOWN,1,1,0,0
09:00:09,RIGHT,0,0,0,0
09:00:09,LEFT,0,0,0,0
09:00:09,UP,0,0,0,0
09:00:09,DOWN,1,1,0,0
09:00:09,RIGHT,0,0,0,0
09:00:09,LEFT,0,0,0,0
09:00:09,UP,0,0,0,0
09:00:09,DOWN,1,1,0,0
09:00:09,RIGHT,0,0,0,0
09:00:09,LEFT,0,0,0,0
09:00:09,UP,0,0,0,0
09:00:09,DOWN,1,1,0,0
09:00:09,RIGHT,0,0,0,0
09:00:09,LEFT,0,0,0,0
09:00:09,UP,0,0,0,0
09:00:09,DOWN,1,1,0,0
09:00:09,RIGHT,0,0,0,0
09:00:09,LEFT,0,0,0,0
09:00:09,UP,0,0,0,0
09:00:09,DOWN,1,1,0,0
09:00:09,RIGHT,0,0,0,0
09:00:09,LEFT,0,0,0,0
09:00:09,UP,0,0,0,0
09:00:09,DOWN,1,1,0,0
09:00:09,RIGHT,0,0,0,0
09:00:09,LEFT,0,0,0,0
09:00:09,UP,0,0,0,0
09:00:09,DOWN,1,1,0,0
09:00:09,RIGHT,0,0,0,0
09:00:09,LEFT,0,0,0,0
09:00:09,UP,0,0,0,0
09:00:09,DOWN,1,1,0,0
09:00:09,RIGHT,0,0,0,0
09:00:09,LEFT,0,0,0,0
09:00:09,UP,0,0,0,0
09:00:09,DOWN,1,1,0,0
09:00:09,RIGHT,0,0,0,0
09:00:09,LEFT,0,0,0,0
09:00:09,UP,0,0,0,0
09:00:09,DOWN,1,1,0,0
09:00:09,RIGHT,0,0,0,0
09:00:09,LEFT,0,0,0,0
09:00:09,UP,0,0,0,0
09:00:09,DOWN,1,1,0,0
09:00:09,RIGHT,0,0,0,0
09:00:09,LEFT,0,0,0,0
09:00:09,UP,0,0,0,0
09:00:09,DOWN,1,1,0,0
09:00:09,RIGHT,0,0,0,0
09:00:09,LEFT,0,0,0,0
09:00:09,UP,0,0,0,0
09:00:09,DOWN,1,1,0,0
09:00:09,RIGHT,0,0,0,0
09:00:09,LEFT,0,0,0,0
09:00:09,UP,0,0,0,0
09:00:09,DOWN,1,1,0,0
09:00:09,RIGHT,0,0,0,0
09:00:09,LEFT,0,0,0,0
09:00:09,UP,0,0,0,0
09:00:09,DOWN,1,1,0,0
09:00:09,RIGHT,0,0,0,0
09:00:09,LEFT,0,0,0,0
09:00:09,UP,0,0,0,0
09:00:09,DOWN,1,1,0,0
09:00:09,RIGHT,0,0,0,0
09:00:09,LEFT,0,0,0,0
09:00:09,UP,0,0,0,0
09:00:09,DOWN,1,1,0,0
09:00:09,RIGHT,0,0,0,0
09:00:09,LEFT,0,0,0,0
09:00:09,UP,0,0,0,0
09:00:09,DOWN,1,1,0,0
09:00:09,RIGHT,0,0,0,0
09:00:09,LEFT,0,0,0,0
09:00:09,UP,0,0,0,0
09:00:09,DOWN,1,1,0,0
09:00:09,RIGHT,0,0,0,0
09:00:09,LEFT,0,0,0,0
09:00:09,UP,0,0,0,0
09:00:09,DOWN,1,1,0,0
09:00:09,RIGHT,0,0,0,0
09:00:09,LEFT,0,0,0,0
09:00:10,UP,0,0,0,0
09:00:10,DOWN,1,1,0,0
09:00:10,RIGHT,0,0,0,0
09:00:10,LEFT,0,0,0,0
09:00:10,UP,0,0,0,0
09:00:10,DOWN,1,1,0,0
09:00:10,RIGHT,0,0,0,0
09:00:10,LEFT,0,0,0,0
09:00:10,UP,0,0,0,0
09:00:10,DOWN,1,1,0,0
09:00:10,RIGHT,0,0,0,0
09:00:10,LEFT,0,0,0,0
09:00:10,UP,0,0,0,0
09:00:10,DOWN,1,1,0,0
09:00:10,RIGHT,0,0,0,0
09:00:10,LEFT,0,0,0,0
09:00:10,UP,0,0,0,0
09:00:10,DOWN,1,1,0,0
09:00:10,RIGHT,0,0,0,0
09:00:10,LEFT,0,0,0,0
09:00:10,UP,0,0,0,0
09:00:10,DOWN,1,1,0,0
09:00:10,RIGHT,0,0,0,0
09:00:10,LEFT,0,0,0,0
09:00:10,UP,0,0,0,0
09:00:10,DOWN,1,1,0,0
09:00:10,RIGHT,0,0,0,0
09:00:10,LEFT,0,0,0,0
09:00:10,UP,0,0,0,0
09:00:10,DOWN,1,1,0,0
09:00:10,RIGHT,0,0,0,0
09:00:10,LEFT,0,0,0,0
09:00:10,UP,0,0,0,0
09:00:10,DOWN,1,1,0,0
09:00:10,RIGHT,0,0,0,0
09:00:10,LEFT,0,0,0,0
09:00:10,UP,0,0,0,0
09:00:10,DOWN,1,1,0,0
09:00:10,RIGHT,0,0,0,0
09:00:10,LEFT,0,0,0,0
09:00:10,UP,0,0,0,0
09:00:10,DOWN,1,1,0,0
09:00:10,RIGHT,0,0,0,0
09:00:10,LEFT,0,0,0,0
09:00:10,UP,0,0,0,0
09:00:10,DOWN,1,1,0,0
09:00:10,RIGHT,0,0,0,0
09:00:10,LEFT,0,0,0,0
09:00:10,UP,0,0,0,0
09:00:10,DOWN,1,1,0,0
09:00:10,RIGHT,0,0,0,0
09:00:10,LEFT,0,0,0,0
09:00:10,UP,0,0,0,0
09:00:10,DOWN,1,1,0,0
09:00:10,RIGHT,0,0,0,0
09:00:10,LEFT,0,0,0,0
09:00:10,UP,0,0,0,0
09:00:10,DOWN,1,1,0,0
09:00:10,RIGHT,0,0,0,0
09:00:10,LEFT,0,0,0,0
09:00:10,UP,0,0,0,0
09:00:10,DOWN,1,1,0,0
09:00:10,RIGHT,0,0,0,0
09:00:10,LEFT,0,0,0,0
09:00:10,UP,0,0,0,0
09:00:10,DOWN,1,1,0,0
09:00:10,RIGHT,0,0,0,0
09:00:10,LEFT,0,0,0,0
09:00:10,UP,0,0,0,0
09:00:10,DOWN,1,1,0,0
09:00:10,RIGHT,0,0,0,0
09:00:10,LEFT,0,0,0,0
09:00:10,UP,0,0,0,0
09:00:10,DOWN,1,1,0,0
09:00:10,RIGHT,0,0,0,0
09:00:10,LEFT,0,0,0,0
09:00:10,UP,0,0,0,0
09:00:10,DOWN,1,1,0,0
09:00:10,RIGHT,0,0,0,0
09:00:10,LEFT,0,0,0,0
09:00:10,UP,0,0,0,0
09:00:10,DOWN,1,1,0,0
09:00:10,RIGHT,0,0,0,0
09:00:10,LEFT,0,0,0,0
09:00:10,UP,0,0,0,0
09:00:10,DOWN,1,1,0,0
09:00:10,RIGHT,0,0,0,0
09:00:10,LEFT,0,0,0,0
09:00:10,UP,0,0,0,0
09:00:10,DOWN,1,1,0,0
09:00:10,RIGHT,0,0,0,0
09:00:10,LEFT,0,0,0,0
09:00:11,UP,0,0,0,0
09:00:11,DOWN,1,1,0,0
09:00:11,RIGHT,0,0,0,0
09:00:11,LEFT,0,0,0,0
09:00:11,UP,0,0,0,0
09:00:11,DOWN,1,1,0,0
09:00:11,RIGHT,0,0,0,0
09:00:11,LEFT,0,0,0,0
09:00:11,UP,0,0,0,0
09:00:11,DOWN,1,1,0,0
09:00:11,RIGHT,0,0,0,0
09:00:11,LEFT,0,0,0,0
09:00:11,UP,0,0,0,0
09:00:11,DOWN,1,1,0,0
09:00:11,RIGHT,0,0,0,0
09:00:11,LEFT,0,0,0,0
09:00:11,UP,0,0,0,0
09:00:11,DOWN,1,1,0,0
09:00:11,RIGHT,0,0,0,0
09:00:11,LEFT,0,0,0,0
09:00:11,UP,0,0,0,0
09:00:11,DOWN,1,1,0,0
09:00:11,RIGHT,0,0,0,0
09:00:11,LEFT,0,0,0,0
09:00:11,UP,0,0,0,0
09:00:11,DOWN,1,1,0,0
09:00:11,RIGHT,0,0,0,0
09:00:11,LEFT,0,0,0,0
09:00:11,UP,0,0,0,0
09:00:11,DOWN,1,1,0,0
09:00:11,RIGHT,0,0,0,0
09:00:11,LEFT,0,0,0,0
09:00:11,UP,0,0,0,0
09:00:11,DOWN,1,1,0,0
09:00:11,RIGHT,0,0,0,0
09:00:11,LEFT,0,0,0,0
09:00:11,UP,0,0,0,0
09:00:11,DOWN,1,1,0,0
09:00:11,RIGHT,0,0,0,0
09:00:11,LEFT,0,0,0,0
09:00:11,UP,0,0,0,0
09:00:11,DOWN,1,1,0,0
09:00:11,RIGHT,0,0,0,0
09:00:11,LEFT,0,0,0,0
09:00:11,UP,0,0,0,0
09:00:11,DOWN,1,1,0,0
09:00:11,RIGHT,0,0,0,0
09:00:11,LEFT,0,0,0,0
09:00:11,UP,0,0,0,0
09:00:11,DOWN,1,1,0,0
09:00:11,RIGHT,0,0,0,0
09:00:11,LEFT,0,0,0,0
09:00:11,UP,0,0,0,0
09:00:11,DOWN,1,1,0,0
09:00:11,RIGHT,0,0,0,0
09:00:11,LEFT,0,0,0,0
09:00:11,UP,0,0,0,0
09:00:11,DOWN,1,1,0,0
09:00:11,RIGHT,0,0,0,0
09:00:11,LEFT,0,0,0,0
09:00:11,UP,0,0,0,0
09:00:11,DOWN,1,1,0,0
09:00:11,RIGHT,0,0,0,0
09:00:11,LEFT,0,0,0,0
09:00:11,UP,0,0,0,0
09:00:11,DOWN,1,1,0,0
09:00:11,RIGHT,0,0,0,0
09:00:11,LEFT,0,0,0,0
09:00:11,UP,0,0,0,0
09:00:11,DOWN,1,1,0,0
09:00:11,RIGHT,0,0,0,0
09:00:11,LEFT,0,0,0,0
09:00:11,UP,0,0,0,0
09:00:11,DOWN,1,1,0,0
09:00:11,RIGHT,0,0,0,0
09:00:11,LEFT,0,0,0,0
09:00:11,UP,0,0,0,0
09:00:11,DOWN,1,1,0,0
09:00:11,RIGHT,0,0,0,0
09:00:11,LEFT,0,0,0,0
09:00:11,UP,0,0,0,0
09:00:11,DOWN,1,1,0,0
09:00:11,RIGHT,0,0,0,0
09:00:11,LEFT,0,0,0,0
09:00:11,UP,0,0,0,0
09:00:11,DOWN,1,1,0,0
09:00:11,RIGHT,0,0,0,0
09:00:11,LEFT,0,0,0,0
09:00:11,UP,0,0,0,0
09:00:11,DOWN,1,1,0,0
09:00:11,RIGHT,0,0,0,0
09:00:11,LEFT,0,0,0,0
09:00:12,UP,0,0,0,0
09:00:12,DOWN,1,1,0,0
09:00:12,RIGHT,0,0,0,0
09:00:12,LEFT,0,0,0,0
09:00:12,UP,0,0,0,0
09:00:12,DOWN,1,1,0,0
09:00:12,RIGHT,0,0,0,0
09:00:12,LEFT,0,0,0,0
09:00:12,UP,0,0,0,0
